"","trt","value","date","offspring","vialnum","date2","date3","trt_date","egg_laying_duration","cum_female","vial","interval","fecundity","trt_date2"
"1324","GNDH-18","36","42565",36,"18","2",34,"GNDH-18_42565",0.853472222217533,23,"GNDH",4,7.33576255001023,"GNDH_34"
"1325","GNDH-19","2","42565",2,"19","2",34,"GNDH-19_42565",0.853472222217533,5,"GNDH",4,1.8746948738915,"GNDH_34"
"1326","SDR-11","0","42565",0,"11","0",36,"SDR-11_42565",0.872222222220444,12,"SDR",4,0,"SDR_36"
"1327","SDR-12","3","42565",3,"12","0",36,"SDR-12_42565",0.872222222220444,12,"SDR",4,1.14649681528896,"SDR_36"
"1328","SDR-13","1","42565",1,"13","0",36,"SDR-13_42565",0.872222222220444,14,"SDR",4,0.327570518653989,"SDR_36"
"1329","SDR-14","14","42565",14,"14","1",35,"SDR-14_42565",0.872222222220444,22,"SDR",4,2.91835552982645,"SDR_35"
"1330","SDR-15","14","42565",14,"15","1",35,"SDR-15_42565",0.872222222220444,26,"SDR",4,2.46937775600699,"SDR_35"
"1331","SDR-16","1","42565",1,"16","1",35,"SDR-16_42565",0.872222222220444,11,"SDR",4,0.41690793283235,"SDR_35"
"1332","SDR-17","0","42565",0,"17","2",34,"SDR-17_42565",0.872222222220444,4,"SDR",4,0,"SDR_34"
"1333","SDR-18","0","42565",0,"18","2",34,"SDR-18_42565",0.872222222220444,10,"SDR",4,0,"SDR_34"
"1334","SDR-19","0","42565",0,"19","2",34,"SDR-19_42565",0.864583333335759,7,"SDR",4,0,"SDR_34"
"1335","PVEC-11","5","42565",5,"11","0",36,"PVEC-11_42565",0.863888888889051,14,"PVEC",4,1.65365181442321,"PVEC_36"
"1336","PVEC-12","0","42565",0,"12","0",36,"PVEC-12_42565",0.863888888889051,18,"PVEC",4,0,"PVEC_36"
"1337","PVEC-13","8","42565",8,"13","0",36,"PVEC-13_42565",0.863888888889051,21,"PVEC",4,1.76389526871809,"PVEC_36"
"1338","PVEC-14","0","42565",0,"14","1",35,"PVEC-14_42565",0.863888888889051,11,"PVEC",4,0,"PVEC_35"
"1339","PVEC-15","0","42565",0,"15","1",35,"PVEC-15_42565",0.863888888889051,11,"PVEC",4,0,"PVEC_35"
"1340","PVEC-16","27","42565",27,"16","1",35,"PVEC-16_42565",0.863888888889051,16,"PVEC",4,7.81350482314966,"PVEC_35"
"1341","PVEC-17","13","42565",13,"17","2",34,"PVEC-17_42565",0.863888888889051,14,"PVEC",4,4.29949471750034,"PVEC_34"
"1342","PVEC-18","0","42565",0,"18","2",34,"PVEC-18_42565",0.863888888889051,8,"PVEC",4,0,"PVEC_34"
"1343","PVEC-19","6","42565",6,"19","2",34,"PVEC-19_42565",0.863888888889051,22,"PVEC",4,1.26278865828681,"PVEC_34"
"1344","Lgno-12","0","42565",0,"12","0",36,"Lgno-12_42565",0.87361111111386,2,"Lgno",4,0,"Lgno_36"
"1345","Lgno-13","0","42565",0,"13","0",36,"Lgno-13_42565",0.87361111111386,4,"Lgno",4,0,"Lgno_36"
"1346","Lgno-14","0","42565",0,"14","1",35,"Lgno-14_42565",0.87361111111386,2,"Lgno",4,0,"Lgno_35"
"1347","Ax-13","37","42565",37,"13","0",36,"Ax-13_42565",0.888888888890506,8,"Ax",4,20.8124999999621,"Ax_36"
"1348","Ax-14","43","42565",43,"14","1",35,"Ax-14_42565",0.888888888890506,18,"Ax",4,10.7499999999804,"Ax_35"
"1349","Ax-16","1","42565",1,"16","1",35,"Ax-16_42565",0.888888888890506,1,"Ax",4,4.49999999999181,"Ax_35"
"1350","Ax-18","71","42565",71,"18","2",34,"Ax-18_42565",0.883333333331393,23,"Ax",4,13.9786710418683,"Ax_34"
"1351","Gno-11","0","42565",0,"11","0",36,"Gno-11_42565",0.881250000005821,19,"Gno",4,0,"Gno_36"
"1352","Gno-12","0","42565",0,"12","0",36,"Gno-12_42565",0.881250000005821,11,"Gno",4,0,"Gno_36"
"1353","Gno-13","0","42565",0,"13","0",36,"Gno-13_42565",0.881250000005821,13,"Gno",4,0,"Gno_36"
"1354","Gno-14","0","42565",0,"14","1",35,"Gno-14_42565",0.881250000005821,2,"Gno",4,0,"Gno_35"
"1355","Gno-15","1","42565",1,"15","1",35,"Gno-15_42565",0.881250000005821,8,"Gno",4,0.567375886521075,"Gno_35"
"1356","Gno-16","25","42565",25,"16","1",35,"Gno-16_42565",0.881250000005821,12,"Gno",4,9.45626477535125,"Gno_35"
"1357","Gno-18","0","42565",0,"18","2",34,"Gno-18_42565",0.881250000005821,6,"Gno",4,0,"Gno_34"
"1358","Gno-19","9","42565",9,"19","2",34,"Gno-19_42565",0.881250000005821,14,"Gno",4,2.91793313067982,"Gno_34"
"1359","7636-11","32","42565",32,"11","0",36,"7636-11_42565",0.845833333340124,2,"7636",4,75.6650246299344,"7636_36"
"1360","7636-12","24","42565",24,"12","0",36,"7636-12_42565",0.845833333340124,9,"7636",4,12.6108374383224,"7636_36"
"1361","7636-14","45","42565",45,"14","1",35,"7636-14_42565",0.845833333340124,30,"7636",4,7.09359605905635,"7636_35"
"1362","7636-15","21","42565",21,"15","1",35,"7636-15_42565",0.845833333340124,21,"7636",4,4.7290640393709,"7636_35"
"1363","7636-16","34","42565",34,"16","1",35,"7636-16_42565",0.839583333334303,28,"7636",4,5.78518255936942,"7636_35"
"1364","7636-17","39","42565",39,"17","2",34,"7636-17_42565",0.839583333334303,13,"7636",4,14.2928039702068,"7636_34"
"1365","7636-19","41","42565",41,"19","2",34,"7636-19_42565",0.839583333334303,20,"7636",4,9.76674937964132,"7636_34"
"1366","10862-11","19","42565",19,"11","0",36,"10862-11_42565",0.848611111112405,18,"10862",4,4.97545008182548,"10862_36"
"1367","10862-12","31","42565",31,"12","0",36,"10862-12_42565",0.848611111112405,17,"10862",4,8.5953595840824,"10862_36"
"1368","10862-13","37","42565",37,"13","0",36,"10862-13_42565",0.848611111112405,16,"10862",4,10.9001636661045,"10862_36"
"1369","10862-14","64","42565",64,"14","1",35,"10862-14_42565",0.848611111112405,24,"10862",4,12.5695581014538,"10862_35"
"1370","10862-15","5","42565",5,"15","1",35,"10862-15_42565",0.848611111112405,16,"10862",4,1.47299509001412,"10862_35"
"1371","10862-16","64","42565",64,"16","1",35,"10862-16_42565",0.848611111112405,17,"10862",4,17.7452584961701,"10862_35"
"1372","10862-17","19","42565",19,"17","2",34,"10862-17_42565",0.848611111112405,23,"10862",4,3.89383049881994,"10862_34"
"1373","10862-18","151","42565",151,"18","2",34,"10862-18_42565",0.848611111112405,30,"10862",4,23.7250409164941,"10862_34"
"1374","10862-19","27","42565",27,"19","2",34,"10862-19_42565",0.848611111112405,19,"10862",4,6.69825135669579,"10862_34"
